"series_id","name","url","season","format","max_innings"
803399,"Yorkshire tour of United Arab Emirates","https://www.espncricinfo.com/series/yorkshire-tour-of-united-arab-emirates-2015-803399","2014/15","test",4
771185,"Barbados Tridents tour of India","https://www.espncricinfo.com/series/barbados-tridents-tour-of-india-2014-15-771185","2014/15","test",4
763647,"Cape Cobras tour of India","https://www.espncricinfo.com/series/cape-cobras-tour-of-india-2014-15-763647","2014/15","test",4
763649,"Dolphins tour of India","https://www.espncricinfo.com/series/dolphins-tour-of-india-2014-15-763649","2014/15","test",4
763643,"Hobart Hurricanes tour of India","https://www.espncricinfo.com/series/hobart-hurricanes-tour-of-india-2014-15-763643","2014/15","test",4
763641,"Lahore Lions tour of India","https://www.espncricinfo.com/series/lahore-lions-tour-of-india-2014-15-763641","2014/15","test",4
763637,"Northern Districts tour of India","https://www.espncricinfo.com/series/northern-districts-tour-of-india-2014-15-763637","2014/15","test",4
763653,"Perth Scorchers tour of India","https://www.espncricinfo.com/series/perth-scorchers-tour-of-india-2014-15-763653","2014/15","test",4
763639,"Southern Express tour of India","https://www.espncricinfo.com/series/southern-express-tour-of-india-2014-15-763639","2014/15","test",4
778065,"Bangladesh Women tour of South Korea","https://www.espncricinfo.com/series/bangladesh-women-tour-of-south-korea-2014-15-778065","2014/15","test",4
778047,"China Women tour of South Korea","https://www.espncricinfo.com/series/china-women-tour-of-south-korea-2014-15-778047","2014/15","test",4
778055,"Hong Kong Women tour of South Korea","https://www.espncricinfo.com/series/hong-kong-women-tour-of-south-korea-2014-15-778055","2014/15","test",4
778059,"Japan Women tour of South Korea","https://www.espncricinfo.com/series/japan-women-tour-of-south-korea-2014-15-778059","2014/15","test",4
778049,"Malaysia Women tour of South Korea","https://www.espncricinfo.com/series/malaysia-women-tour-of-south-korea-2014-15-778049","2014/15","test",4
778057,"Nepal Women tour of South Korea","https://www.espncricinfo.com/series/nepal-women-tour-of-south-korea-2014-15-778057","2014/15","test",4
778063,"Pakistan Women tour of South Korea","https://www.espncricinfo.com/series/pakistan-women-tour-of-south-korea-2014-15-778063","2014/15","test",4
778061,"Sri Lanka Women tour of South Korea","https://www.espncricinfo.com/series/sri-lanka-women-tour-of-south-korea-2014-15-778061","2014/15","test",4
778051,"Thailand Women tour of South Korea","https://www.espncricinfo.com/series/thailand-women-tour-of-south-korea-2014-15-778051","2014/15","test",4
778089,"Afghanistan tour of South Korea","https://www.espncricinfo.com/series/afghanistan-tour-of-south-korea-2014-15-778089","2014/15","test",4
778091,"Bangladesh tour of South Korea","https://www.espncricinfo.com/series/bangladesh-tour-of-south-korea-2014-15-778091","2014/15","test",4
778077,"China tour of South Korea","https://www.espncricinfo.com/series/china-tour-of-south-korea-2014-15-778077","2014/15","test",4
778083,"Hong Kong tour of South Korea","https://www.espncricinfo.com/series/hong-kong-tour-of-south-korea-2014-15-778083","2014/15","test",4
778071,"Kuwait tour of South Korea","https://www.espncricinfo.com/series/kuwait-tour-of-south-korea-2014-15-778071","2014/15","test",4
778067,"Malaysia tour of South Korea","https://www.espncricinfo.com/series/malaysia-tour-of-south-korea-2014-15-778067","2014/15","test",4
778079,"Maldives tour of South Korea","https://www.espncricinfo.com/series/maldives-tour-of-south-korea-2014-15-778079","2014/15","test",4
778073,"Nepal tour of South Korea","https://www.espncricinfo.com/series/nepal-tour-of-south-korea-2014-15-778073","2014/15","test",4
778087,"Sri Lanka tour of South Korea","https://www.espncricinfo.com/series/sri-lanka-tour-of-south-korea-2014-15-778087","2014/15","test",4
727907,"Pakistan tour of United Arab Emirates","https://www.espncricinfo.com/series/pakistan-tour-of-united-arab-emirates-2014-15-727907","2014/15","test",4
783827,"Eastern Province tour of Namibia","https://www.espncricinfo.com/series/eastern-province-tour-of-namibia-2014-15-783827","2014/15","test",4
783847,"Easterns tour of Namibia","https://www.espncricinfo.com/series/easterns-tour-of-namibia-2014-15-783847","2014/15","test",4
783831,"KwaZulu-Natal Inland tour of Namibia","https://www.espncricinfo.com/series/kwazulu-natal-inland-tour-of-namibia-2014-15-783831","2014/15","test",4
783833,"Namibia tour of South Africa","https://www.espncricinfo.com/series/namibia-tour-of-south-africa-2014-15-783833","2014/15","test",4
783829,"North West tour of Namibia","https://www.espncricinfo.com/series/north-west-tour-of-namibia-2014-15-783829","2014/15","test",4
